project,category,file,line,pattern,severity,status,notes
rocprofiler-systems,cmake-build,examples/hpc/jacobi-fortran-targetdata-markers/CMakeLists.txt,47,$ENV{ROCM_PATH},low,untriaged,example env var for hipfort include
rocprofiler-systems,cmake-build,examples/hpc/jacobi-fortran-targetdata-markers/CMakeLists.txt,48,/opt/rocm,low,untriaged,example hardcoded hipfort include
rocprofiler-systems,cmake-build,examples/fork/CMakeLists.txt,39,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/fork/CMakeLists.txt,42,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/rccl/CMakeLists.txt,21,/opt/rocm,low,untriaged,example find_package hip HINTS /opt/rocm
rocprofiler-systems,cmake-build,examples/rccl/CMakeLists.txt,28,/opt/rocm,low,untriaged,example find_package rccl HINTS /opt/rocm
rocprofiler-systems,cmake-build,examples/openmp/external/CMakeLists.txt,155,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/openmp/external/CMakeLists.txt,158,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/openmp/external/CMakeLists.txt,175,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/openmp/external/CMakeLists.txt,178,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/lulesh/CMakeLists.txt,44,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/lulesh/CMakeLists.txt,47,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/lulesh/external/kokkos/cmake/kokkos_arch.cmake,221,$ENV{ROCM_PATH},low,untriaged,vendored kokkos env var read
rocprofiler-systems,cpp-install,source/lib/common/environment.hpp,213,/opt/rocm,high,untriaged,hardcoded default ROCM_PATH in get_env
rocprofiler-systems,cpp-install,source/lib/common/environment.hpp,232,/opt/rocm,high,untriaged,hardcoded push_unique for llvm lib path
rocprofiler-systems,cpp-install,source/lib/common/environment.hpp,233,/opt/rocm,high,untriaged,hardcoded push_unique for llvm lib path alternate
rocprofiler-systems,cpp-install,source/bin/common/common_utils.hpp,265,/opt/rocm,high,untriaged,hardcoded access() check for hipconfig
rocprofiler-systems,cpp-install,source/lib/common/tests/test_update_env.cpp,212,/opt/rocm,low,untriaged,test data string
rocprofiler-systems,cpp-install,source/lib/common/tests/test_update_env.cpp,216,/opt/rocm,low,untriaged,test expected string
rocprofiler-systems,cpp-install,source/lib/common/tests/test_update_env.cpp,224,/opt/rocm,low,untriaged,test data string
rocprofiler-systems,cpp-install,source/lib/common/tests/test_update_env.cpp,229,/opt/rocm,low,untriaged,test expected string
rocprofiler-systems,cpp-install,source/lib/common/tests/test_path.cpp,348,/opt/rocm,low,untriaged,test data string
rocprofiler-systems,cpp-install,source/lib/common/tests/test_path.cpp,349,/opt/rocm,low,untriaged,test expected string
rocprofiler-systems,cpp-install,source/lib/common/tests/test_path.cpp,374,/opt/rocm,low,untriaged,test data string
rocprofiler-systems,cpp-install,source/lib/common/tests/test_path.cpp,376,/opt/rocm,low,untriaged,test expected string
rocprofiler-systems,cpp-install,source/lib/common/tests/test_discover_llvm_libdir.cpp,224,/opt/rocm,low,untriaged,test expected paths
rocprofiler-systems,cpp-install,source/lib/common/tests/test_discover_llvm_libdir.cpp,372,/opt/rocm,low,untriaged,test expected paths
rocprofiler-systems,python,tests/pytest/rocprofsys/config.py,328,/opt/rocm,low,untriaged,test default path
rocprofiler-systems,python,cmake/Templates/rocprof-sys-install.py.in,15,/opt/rocm,medium,untriaged,install template default _rocm_path
rocprofiler-systems,shell,tests/pytest/build_standalone.sh,126,/opt/rocm,low,untriaged,test script help text
rocprofiler-systems,shell,scripts/test-release.sh,116,/opt/rocm,low,untriaged,test script LD_LIBRARY_PATH
rocprof-trace-decoder,cmake-build,CMakeLists.txt,48,/opt/rocm,high,untriaged,FORCE CMAKE_INSTALL_PREFIX to /opt/rocm (guarded by INITIALIZED_TO_DEFAULT)
rocprof-trace-decoder,cmake-build,source/CMakeLists.txt,43,/opt/rocm,high,untriaged,FORCE CMAKE_INSTALL_PREFIX to /opt/rocm (guarded by INITIALIZED_TO_DEFAULT)
rocprof-trace-decoder,cmake-build,test/att-tool/CMakeLists.txt,4,/opt/rocm,low,untriaged,test find_library HINTS /opt/rocm/lib
rocprof-trace-decoder,cmake-build,test/att-tool/CMakeLists.txt,22,/opt/rocm,low,untriaged,test hardcoded include dir
rocr-debug-agent,cmake-build,cmake/modules/FindROCR.cmake,7,/opt/rocm,high,untriaged,find_path HINTS /opt/rocm for hsa headers
rocr-debug-agent,cmake-build,cmake/modules/FindROCR.cmake,8,/opt/rocm,high,untriaged,find_library HINTS /opt/rocm for hsa-runtime64
rocr-debug-agent,cmake-build,CMakeLists.txt,123,/opt/rocm,high,untriaged,find_package amd_comgr PATHS /opt/rocm
rocr-debug-agent,cmake-build,test/CMakeLists.txt,81,/opt/rocm,low,untriaged,test CMAKE_MODULE_PATH default
rocr-debug-agent,cmake-build,test/CMakeLists.txt,90,/opt/rocm,low,untriaged,test error message mentioning path
rocr-runtime,cmake-build,runtime/hsa-runtime-tools/CMakeLists.txt,59,/opt/rocm,high,untriaged,get_include_path PATHS /opt/rocm for hsakmt
rocr-runtime,cmake-build,runtime/hsa-runtime-tools/CMakeLists.txt,60,/opt/rocm,high,untriaged,get_library_path PATHS /opt/rocm for hsakmt
rocr-runtime,cmake-build,runtime/hsa-runtime-tools/CMakeLists.txt,65,/opt/rocm,high,untriaged,get_include_path PATHS /opt/rocm for ROCr
rocr-runtime,cmake-build,runtime/hsa-runtime-tools/CMakeLists.txt,66,/opt/rocm,high,untriaged,get_library_path PATHS /opt/rocm for ROCr
rocr-runtime,cmake-build,runtime/hsa-runtime/image/blit_src/CMakeLists.txt,46,/opt/rocm,high,untriaged,find_package Clang PATHS /opt/rocm/llvm
rocr-runtime,cmake-build,runtime/hsa-runtime/core/runtime/trap_handler/CMakeLists.txt,46,/opt/rocm,high,untriaged,find_package Clang PATHS /opt/rocm/llvm
rocr-runtime,cmake-build,runtime/hsa-runtime/core/runtime/trap_handler/CMakeLists.txt,47,/opt/rocm,high,untriaged,find_package LLVM PATHS /opt/rocm/llvm
rocr-runtime,cmake-build,runtime/hsa-runtime/core/runtime/blit_shaders/CMakeLists.txt,48,/opt/rocm,high,untriaged,find_package Clang PATHS /opt/rocm/llvm
rocr-runtime,cmake-build,runtime/hsa-runtime/core/runtime/blit_shaders/CMakeLists.txt,49,/opt/rocm,high,untriaged,find_package LLVM PATHS /opt/rocm/llvm
rocr-runtime,cmake-build,libhsakmt/CMakeLists.txt,289,/opt/rocm,high,untriaged,default CMAKE_INSTALL_PREFIX set to /opt/rocm
rocr-runtime,cmake-build,libhsakmt/CMakeLists.txt,291,CMAKE_INSTALL_PREFIX FORCE,high,untriaged,FORCE CMAKE_INSTALL_PREFIX (re-sets current value)
rocr-runtime,cmake-build,libhsakmt/tests/kfdtest/CMakeLists.txt,80,/opt/rocm,low,untriaged,test CMAKE_INSTALL_PREFIX default
rocr-runtime,cmake-build,libhsakmt/tests/kfdtest/CMakeLists.txt,109,/opt/rocm,low,untriaged,test set ENV PKG_CONFIG_PATH
rocr-runtime,cmake-build,libhsakmt/tests/rdma/simple/app/CMakeLists.txt,17,/opt/rocm,low,untriaged,test set ENV PKG_CONFIG_PATH
rocr-runtime,shell,libhsakmt/tests/kfdtest/scripts/run_kfdtest.sh,36,/opt/rocm,low,untriaged,test script default share dir
rocr-runtime,shell,libhsakmt/tests/kfdtest/scripts/run_kfdtest.sh,64,/opt/rocm,low,untriaged,test script default BIN_DIR
rocshmem,cmake-build,cmake/setup_project.cmake,47,/opt/rocm,high,untriaged,find_package hip PATHS /opt/rocm
rocshmem,cmake-build,cmake/setup_project.cmake,72,/opt/rocm,high,untriaged,find_program hipcc PATHS /opt/rocm
rocshmem,cmake-build,cmake/rocm_local_targets.cmake,29,/opt/rocm,medium,untriaged,find_program rocm_agent_enumerator HINTS /opt/rocm
rocshmem,cmake-build,CMakeLists.txt,90,/opt/rocm,medium,untriaged,find_package ROCmCMakeBuildTools PATHS /opt/rocm
rocshmem,cmake-build,CMakeLists.txt,172,/opt/rocm,high,untriaged,find_package hip REQUIRED PATHS /opt/rocm
rocshmem,cmake-build,tests/unit_tests/CMakeLists.txt,86,/opt/rocm,low,untriaged,test find_package hip PATHS /opt/rocm
rocshmem,cmake-build,tests/unit_tests/CMakeLists.txt,90,/opt/rocm,low,untriaged,test find_package rocshmem PATHS /opt/rocm
rocshmem,cmake-build,tests/functional_tests/CMakeLists.txt,78,/opt/rocm,low,untriaged,test find_package hip PATHS /opt/rocm
rocshmem,cmake-build,tests/functional_tests/CMakeLists.txt,81,/opt/rocm,low,untriaged,test find_package rocshmem PATHS /opt/rocm
rocshmem,cmake-build,examples/CMakeLists.txt,33,/opt/rocm,low,untriaged,example find_package hip PATHS /opt/rocm
rocshmem,cmake-build,examples/CMakeLists.txt,35,/opt/rocm,low,untriaged,example find_package rocshmem PATHS /opt/rocm
rocshmem,cpp-install,tests/functional_tests/hipmodule_init_tester.cpp,106,/opt/rocm,low,untriaged,test hardcoded include path string
rocshmem,shell,scripts/install_dependencies.sh,31,/opt/rocm,low,untriaged,install script default _ROCM_DIR
roctracer,cmake-build,CMakeLists.txt,39,/opt/rocm,medium,untriaged,default ROCM_PATH cache variable
roctracer,cmake-build,plugin/file/CMakeLists.txt,25,/opt/rocm,high,untriaged,find_package amd_comgr PATHS /opt/rocm
roctracer,shell,build_static.sh,27,/opt/rocm,low,untriaged,standalone build script default ROCM_PATH
roctracer,shell,build.sh,27,/opt/rocm,low,untriaged,standalone build script default ROCM_PATH
roctracer,shell,run_test.sh,25,/opt/rocm,low,untriaged,test script default ROCM_PATH
